Account Name,Street Address,City,State,Country,Domain,Salesforce Account ID,Segment,Custom Attribute
gap,,,,,gap.upv.es,,,
Open Science Activist,,,,,garcialasheras.com,,,
Gartner,,,,,gartner.com,,,
Gas Natural Fenosa,,,,,gasnatural.com,,,
UPV/EHU,,,,,gasteiz.uned.es,,,
Gate Connect,,,,,gateconnect.de,,,
GATElab,,,,,gatelab.com,,,
GATEline AB,,,,,gateline.se,,,
Sensys Gatso Group,,,,,gatso.com,,,
Gatsometer BV,,,,,gatso.nl,,,
GaudiLabs,,,,,gaudilabs.com,,,
Gauselmann,,,,,gauselmann.de,,,
gavinelli.it,,,,,gavinelli.it,,,
Gaymarine,,,,,gaymarine.it,,,
Gazela,,,,,gazela.si,,,
DMCS,,,,,gazeta.pl,,,
Imech-Bas,,,,,gbg.bg,,,
GAHRENS + BATTERMANN,,,,,gb-mediensysteme.de,,,
Bioengineering and Telemedicine Group,,,,,gbt.tfo.upm.es,,,
GCHQ,,,,,gchq.gsi.gov.uk,,,
def,,,,,gcinc.com,,,
EADS,,,,,gdi-simulation.eads.net,,,
National Polytechnic Institute,,,,,gdl.cinvestav.mx,,,
Guntermann & Drunck,,,,,gdsys.de,,,
Gea Diessel,,,,,gea.com,,,
G.E.A.,,,,,gea.fr,,,
Geb Enterprise,,,,,geb-enterprise.com,,,
Gedotec,,,,,gedotec.de,,,
GED-PCB-MCM,,,,,ged-pcb-mcm.de,,,
Gefran,,,,,gefran.com,,,
Gemini 2000,,,,,gemini2k.com,,,
GEM elettronica,,,,,gemrad.com,,,
generalproject.com,,,,,generalproject.com,,,
Genesy,,,,,genesy.it,,,
Genesys Logic,,,,,genesyslogic.com.tw,,,
Geniatech,,,,,geniatech.com,,,
genitek.be,,,,,genitek.be,,,
Saphymo,,,,,genitron.de,,,
Project Leader Ctif,,,,,gent.be,,,
genua,,,,,genua.de,,,
Geosonic,,,,,geosonic.se,,,
GEPRO,,,,,gepro-gmbh.de,,,
Geral,,,,,geral.com,,,
Gerhard Schubert,,,,,gerhard-schubert.de,,,
W. Gessmann GmbH,,,,,gessmann.com,,,
Gestamp,,,,,gestamp.com,,,
get,,,,,get.uni-paderborn.de,,,
Rockomax,,,,,getairmail.com,,,
Getemed,,,,,getemed.de,,,
Gh Electrotermia,,,,,ghinduction.com,,,
Fares Gianluca,,,,,giafar.it,,,
HYBRID-WARE SL,,,,,gianduia.net,,,
GIAT INDUSTRIES,,,,,giat-industries.fr,,,
GIBERTINI srl,,,,,gibertini.it,,,
gie,,,,,gie.us.es,,,
Giga Stream Technologies,,,,,giga-stream.de,,,
Gilbos,,,,,gilbos.com,,,
Gill Research & Development,,,,,gillrd.com,,,
G-i-N,,,,,g-i-n.com,,,
G.I.N. Mbh,,,,,gin.de,,,
Givimisure,,,,,givimisure.it,,,
GKN,,,,,Gkndriveline.Com,,,
Global Inkjet Systems,,,,,globalinkjetsystems.com,,,
Global Logic,,,,,globallogic.com,,,
GlobalSign,,,,,globalsign.com,,,
Global Unichip,,,,,globalunichip.com,,,
Globe Motors Inc,,,,,globe-motors.com,,,
Globespan Virata,,,,,globespanvirata.com,,,
Globetech Solutions,,,,,globetechsolutions.com,,,
GL OPTIC Poland sp. z o.o. sp.k.,,,,,gloptic.com,,,
Gls-Laser,,,,,gls-laser.com,,,
GLT Torino,,,,,glt.it,,,
GLYN,,,,,glyn.de,,,
GM,,,,,gm.com,,,
afjgfjmfdff,,,,,gmai.com,,,
GMD Designs,,,,,gmddesigns.com,,,
Tata Elxsi,,,,,gmial.com,,,
G.M. Italia SRL,,,,,gmit.ie,,,
Mobis Europe,,,,,gmobis.com,,,
Gmto,,,,,gmto.nl,,,
GMV,,,,,gmv.com,,,
MLU,,,,,gmx.at,,,
Undefined,,,,,gmx.co.uk,,,
David Vogel,,,,,gmx.com,,,
Uni Bremen,,,,,gmx.de,,,
Consulting,,,,,gmx.net,,,
Ohb Teledata,,,,,gmxpro.de,,,
Gnodal Ltd,,,,,gnodal.com,,,
go2,,,,,go2.pl,,,
GO Engineering,,,,,go-engineering.de,,,
GOPEL electronic,,,,,goepel.com,,,
cit,,,,,gofree.indigo.ie,,,
inteam sas,,,,,gointeam.it,,,
Gold Standard Simulations Ltd,,,,,goldstandardsimulations.com,,,
Fairview,,,,,govani.org,,,
Garante per la protezione dei dati personali,,,,,gpdp.it,,,
[not provided],,,,,gps.tsc.upc.es,,,
GPS4NET,,,,,gps4net.com,,,
GP Studio,,,,,gpstudiopcb.it,,,
gr.ssr.upm.es,,,,,gr.ssr.upm.es,,,
Gradiant,,,,,gradiant.org,,,
ulpgc,,,,,grancanaria.com,,,
Grass Valley,,,,,grassvalley.com,,,
Grazper,,,,,grazper.com,,,
Great Wall Semiconductor Corporation,,,,,greatwallsemi.com,,,
GreenCell,,,,,greencell.pl,,,
Greenfield Technology,,,,,greenfieldtechnology.com,,,
Greenlake Engineering,,,,,greenlake-eng.com,,,
Greenliant Systems,,,,,greenliant.com,,,
GreenPeak Technologies,,,,,greenpeak.com,,,
GPTech,,,,,greenpower.es,,,
Greensoft,,,,,greensoft.net,,,
Greenventive,,,,,greenventive.com,,,
GreenWatch,,,,,greenwatch.be,,,
GreenWaves Technologies,,,,,greenwaves-technologies.com,,,
Grenmore Ltd.,,,,,grenmore.com,,,
Grenoble Ecole de Management,,,,,grenoble-em.com,,,
Grenoble Institute of Technology,,,,,grenoble-inp.fr,,,
Grenoble Institute of Technology,,,,,grenoble-inp.org,,,
GREYC-ELECTRONIQUE,,,,,greyc.ensicaen.fr,,,
Grey Matter Ltd,,,,,greymatter.com,,,
Greynoise,,,,,greynoise.nl,,,
GridBee Communications,,,,,gridbeecom.com,,,
GRINN,,,,,grinn-global.com,,,
A&B Technical,,,,,grmx.net,,,
Groninger Elektronik,,,,,groninger-elektronik.de,,,
Ineo Systrans ,,,,,groupe-ineo.com,,,
Telnet Holding,,,,,groupe-telnet.net,,,
Grs Schwertnergasse,,,,,grs.de,,,
Grubi Labs,,,,,grubilabs.com,,,
Grundfos,,,,,grundfos.com,,,
Grundfos Pumpenfabrik GmbH,,,,,grundfos.de,,,
Grupo Antolin,,,,,grupoantolin.com,,,
ETRA I+D,,,,,grupoetra.com,,,
JEMA Company Inc,,,,,grupojema.com,,,
grupopa,,,,,grupopa.es,,,
GRYFTEC Embedded Systems,,,,,gryftec.com,,,
The Goldman Sachs Group,,,,,gs.com,,,
Gennadiy Serdyuk,,,,,gserdyuk.com,,,
Gsertel,,,,,gsertel.com,,,
GSI,,,,,gsi.de,,,
GlaxoSmithKline,,,,,gsk.com,,,
Gsp Sprachtechnologie,,,,,gsp-berlin.de,,,
GTB,,,,,gtbsystems.com,,,
GTD,,,,,gtd.es,,,
Univ de Sevilla,,,,,gte.esi.us.es,,,
universidad de vigo,,,,,gts.tsc.uvigo.es,,,
Guardtime,,,,,guardtime.com,,,
GUC,,,,,guc-asic.com,,,
GÃ_del GmbH,,,,,gudel.pl,,,
Wien,,,,,guerrillamail.org,,,
Altran Italy,,,,,guests.selex-es.com,,,
Guidance,,,,,guidance.eu.com,,,
Manos,,,,,gulstorff.com,,,
Aldebaran Medical,,,,,gweb.nl,,,
Courtpan Design,,,,,gxn.co.uk,,,
Comsol International Inc.,,,,,gysmals.com,,,
na,,,,,haapala.eu,,,
Habitech,,,,,habitech.co.uk,,,
Hager,,,,,hager.fr,,,
Mars,,,,,haha.com,,,
Hellenic Aerospace Industry,,,,,haicorp.com,,,
HALCOR,,,,,halcor.vionet.gr,,,
HALE electronic,,,,,hale.at,,,
HAMEG Instruments,,,,,hameg.com,,,
HTL Consulting,,,,,hamid.com,,,
Hamilton Medical AG,,,,,hamilton-medical.ch,,,
hamk,,,,,hamk.fi,,,
Hogeschool van Arnhem en Nijmegen,,,,,han.nl,,,
Handmade,,,,,handmade.am,,,
Albert Handtmann Holding,,,,,handtmann.de,,,
HannsTouch Solution,,,,,hannstouch.com,,,
Hanon Systems,,,,,hanonsystems.com,,,
Hansatech Instruments Limited,,,,,hansatech-instruments.com,,,
HBESD,,,,,harald-bauer.com,,,
Harbour.Space,,,,,harbour.space,,,
Hardelettrosoft,,,,,hardelettrosoft.com,,,
hardi,,,,,hardi.se,,,
Hardi International,,,,,hardi-international.com,,,
Harmonic,,,,,harmonicinc.com,,,
Prof. Hartenstein Consult,,,,,hartenstein.de,,,
Hartmann-Exact,,,,,hartmann-exact.de,,,
hartmut marquardt,,,,,hartmut-marquardt.de,,,
Hasselblad A/S,,,,,hasselblad.com,,,
Hauni Maschinenbau GmbH,,,,,Hauni.com,,,
HAW Hamburg,,,,,haw-hamburg.de,,,
Hawkshead Designs,,,,,hawksheaddesigns.co.uk,,,
Hochschule Landshut,,,,,haw-landshut.de,,,
HOTTINGER BALDWIN MESSTECHNIK GMBH,,,,,hbm.com,,,
HB Technologie,,,,,hbtechnologie.nl,,,
Hb Entwicklung Elektronischer Komponente,,,,,hbtron.de,,,
HCC Embedded,,,,,hcc-embedded.com,,,
HCL Technologies,,,,,hcl.com,,,
Univ. Autonoma de Madrid,,,,,hctlab.com,,,
HDC,,,,,hdc.se,,,
HDL Design House,,,,,hdl-dh.com,,,
HDL Solutions,,,,,hdlsolutions.co.uk,,,
Hdl Works Bv,,,,,hdlworks.com,,,
Universit? de Technologie de Compi?gne,,,,,hds.utc.fr,,,
H&D Wireless,,,,,hd-wireless.se,,,
HEAnet,,,,,heanet.ie,,,
Heber GmbH,,,,,heber.co.uk,,,
Radboud Universiteit Nijmegen,,,,,hef.ru.nl,,,
Heiko Pohlmann,,,,,heiko-pohlmann.de,,,
Heinen Elektronik,,,,,heinen-elektronik.de,,,
Heinzmann Gmbh & Co. Kg,,,,,heinzmann.de,,,
HEITEC,,,,,heitec.de,,,
Heli 2,,,,,heli2.de,,,
Helion,,,,,heliontech.com,,,
Helion GmbH,,,,,helionvision.com,,,
Gebr. Heller Maschinenfabrik,,,,,heller.biz,,,
Helmholtz-Zentrum Berlin,,,,,helmholtz-berlin.de,,,
Systeme Helmholz,,,,,helmholz.de,,,
Helsingin Yliopisto,,,,,helsinki.fi,,,
Helsinki Memory Technologies,,,,,helsinkimemorytech.com,,,
Ted,,,,,hem.utfors.se,,,
Hemraj Consultants Ltd,,,,,hemraj.co.uk,,,
"ComTrade d.o.o., Ljubljana",,,,,hermes-softlab.com,,,
HESConsult,,,,,hesconsult.de,,,
Hexagon,,,,,hexagon.com,,,
Hexagon,,,,,hexagonmetrology.com,,,
Hexium Ltd.,,,,,hexium.hu,,,
hfe,,,,,hfe.rwth-aachen.de,,,
HHL Leipzig Graduate School of Management,,,,,hhl.de,,,
HicknHack Software,,,,,hicknhack-software.com,,,
Hiddn Security,,,,,hiddn.no,,,
HID Global,,,,,hidglobal.com,,,
Argus Fluidhandling,,,,,hiflex-europe.com,,,
High-End Audio Studio,,,,,highend.cz,,,
High Tech Marketing,,,,,high-tech-marketing.co.uk,,,
HighTec EDV-Systeme GmbH,,,,,hightec-rt.com,,,
HIGHVOLT,,,,,highvolt.de,,,
hilfezentrum.de,,,,,hilfezentrum.de,,,
Hill Associates,,,,,hill.com,,,
Hilscher,,,,,hilscher.com,,,
HILTeC Consulting,,,,,hiltec.eu,,,
Hilti,,,,,hilti.com,,,
Heidelberg Instruments,,,,,himt.de,,,
HIPPEROS,,,,,hipperos.com,,,
Hirex Engineering,,,,,hirex.fr,,,
__,,,,,hiroshima-cu.ac.jp,,,
Hirschmann,,,,,hirschmann.nl,,,
Labinal Power System,,,,,hispano-suiza-sa.com,,,
Hitachi Metals Europe Gmbh,,,,,hitachi-metals-europe.com,,,
Hitex,,,,,hitex.de,,,
Hitomi,,,,,hitomi-broadcast.tv,,,
Harbin Institute of Technology at Weihai,,,,,hitwh.edu.cn,,,
H&K Systemtechnik GmbH,,,,,hk-systemtechnik.com,,,
Hmgcc,,,,,hmgcc.gov.uk,,,
HMGCC,,,,,hmgcc.gsi.gov.uk,,,
Helmholtz-Zentrum Berlin,,,,,hmi.de,,,
HEIDENHAIN-MICROPRINT,,,,,hmp-heidenhain.de,,,
Hms Industrial Networks AB,,,,,hms.se,,,
HN Networks,,,,,hn-networks.co.uk,,,
Sphinx Electronics GmbH&CoKG,,,,,hoc-loco.de,,,
Höhne Consulting,,,,,hoehne-consulting.de,,,
Img Electronic & Power Systems,,,,,hoermann-img.de,,,
Hofer Eds,,,,,hofer.de,,,
CENTRAL S.A.,,,,,hol.gr,,,
Holley Event Marketing,,,,,holleymarketing.com,,,
hollyhome,,,,,hollyhome.ath.cx,,,
Netherlands Forensic Institute,,,,,holmes.nl,,,
homail,,,,,homail.fr,,,
SiTel Semi.,,,,,home.nl,,,
Zeligsoft,,,,,home.se,,,
Home Credit International a.s.,,,,,homecredit.eu,,,
Home Labs,,,,,homelabs.nl,,,
Home Office Psdb,,,,,Homeoffice.Gsi.Gov.Uk,,,
Hongrui Comm.,,,,,hongruitech.com.cn,,,
HORIBA International,,,,,horiba.com,,,
HORIBA MIRA,,,,,horiba-mira.com,,,
Horizon Semiconductors,,,,,horizonsemi.com,,,
hot,,,,,hot.ee,,,
Artesis Plantijn,,,,,hotmail.be,,,
"China Security & Surveillance Tech, Inc (CSR)",,,,,hotmail.co.uk,,,
FH-Offenburg,,,,,hotmail.de,,,
UC,,,,,hotmail.es,,,
CCE,,,,,hotmail.fr,,,
Pro Audio Designs LTD,,,,,hotmail.gr,,,
las,,,,,hotmail.it,,,
other,,,,,hotmail.nl,,,
HotSwap AB,,,,,hotswap.se,,,
3D Werk,,,,,hotwirepr.com,,,
H&P Advanced Technology,,,,,hp-adtec.com,,,
HPE,,,,,hpe.com,,,
Hasso-Plattner Institute,,,,,hpi.de,,,
Hochschule Bremerhaven,,,,,hs-bremerhaven.de,,,
HSCOM LTD,,,,,hscom.hu,,,
HSG-IMIT,,,,,hsg-imit.de,,,
Hochschule Hamm Lippstadt,,,,,hshl.de,,,
Institute of Information and Communication Technologies - Bulgarian Academy of Sciences,,,,,hsi.iccs.bas.bg,,,
hs-kempten.de,,,,,hs-kempten.de,,,
HSP,,,,,hsp.fr,,,
Ostbayerische Technische Hochschule,,,,,hs-regensburg.de,,,
hs rm,,,,,hs-rm.de,,,
Hsp  / Hss Gdbr,,,,,hsshsp.de,,,
hstx,,,,,hstx.com,,,
Hochschule Ulm,,,,,hs-ulm.de,,,
Hochschule Ravensburg-Weingarten,,,,,hs-weingarten.de,,,
HTA s,,,,,hta-it.com,,,
HTL Hollabrunn,,,,,htl-hl.ac.at,,,
HTL,,,,,htl-klu.at,,,
Htprojectors.Com,,,,,htprojectors.com,,,
HTW Berlin,,,,,htw-berlin.de,,,
Univ. of Applied Sciences Mittweida,,,,,htwm.de,,,
htw saar,,,,,htwsaar.de,,,
Verizon SC HU,,,,,hu.verizon.com,,,
Huber Signal Processing,,,,,huber-signal.com,,,
Huddly,,,,,huddly.com,,,
Hudson River Trading,,,,,hudson-trading.com,,,
Hueggenberg Gbr,,,,,hueggenberg.com,,,
H?thig GmbH & Co. KG,,,,,huethig.de,,,
Huf Hülsbeck & Fürst,,,,,huf-group.com,,,
Nowo Consultancy,,,,,hufmann.info,,,
hut,,,,,hut.fi,,,
Hutchinson,,,,,hutchinson.com,,,
Hogeschool van Amsterdam,,,,,hva.nl,,,
HVDC Technologies,,,,,hvdctech.com,,,
hvl,,,,,hvl.no,,,
Vogel Elektronik,,,,,h-vogel.de,,,
HVPD,,,,,hvpd.co.uk,,,
Hydro,,,,,hydro.com,,,
hyperion core,,,,,hyperion-core.com,,,
HYPERSTONE GmbH,,,,,hyperstone.de,,,
HY Research LLC,,,,,hy-research.com,,,
Hytec Electronics,,,,,hytec-electronics.co.uk,,,
Hyundai Motor Europe Technical Center,,,,,hyundai-europe.com,,,
HZDR,,,,,hzdr.de,,,
I3M,,,,,i3m.upv.es,,,
Université de NICE,,,,,i3s.unice.fr,,,
i3tex,,,,,i3tex.com,,,
IAA (CSIC),,,,,iaa.es,,,
IAA,,,,,iaa.ie,,,
IABG,,,,,iabg.de,,,
Willkommen am Fraunhofer IAF,,,,,iaf.fhg.de,,,
Fraunhofer Gesellschaft,,,,,iaf.fraunhofer.de,,,
iaik,,,,,iaik.tugraz.at,,,
Iap E.V.,,,,,iap-adlershof.de,,,
IAR Systems,,,,,iar.com,,,
IAR Systems Ltd,,,,,iar.se,,,
ias,,,,,ias.rwth-aachen.de,,,
IAV Automotive,,,,,iav.de,,,
Iba,,,,,iba-group.com,,,
Guest-tek,,,,,ibahn.com,,,
IBERIA,,,,,iberia.es,,,
Ingenieurbuero Gardiner,,,,,ib-gardiner.eu,,,
Hober,,,,,ib-hober.de,,,
IBV,,,,,ibv-augsburg.net,,,
Wengerter,,,,,ib-w.eu,,,
International Business Week,,,,,ibw-oberhaching.de,,,
Imperial College London,,,,,ic.ac.uk,,,
Universidad de M?laga,,,,,ic.uma.es,,,
IC'Alps,,,,,icalps.com,,,
ICC,,,,,iccmedia.com,,,
IICR-BAS,,,,,iccs.bas.bg,,,
Ic-Design Reinhard Gottinger,,,,,ic-design.de,,,
Institute for Communication Technologies and Embedded Systems,,,,,ice.rwth-aachen.de,,,
National Institute for Research & Development in Informatics,,,,,ici.ro,,,
Mike Yates,,,,,icloud.com,,,
IC Mask Design,,,,,icmaskdesign.com,,,
Universidade de São Paulo,,,,,icmc.usp.br,,,
ICOM,,,,,icomcons.com,,,
ICOM FRANCE SAS,,,,,icom-france.com,,,
Computer Solutions,,,,,icomputersolutions.ro,,,
Iconoclast.IT,,,,,iconoclast.it,,,
"INCDIE ICPE - CA, DEP1/10",,,,,icpe-ca.ro,,,
IC Plus,,,,,icplus.com.tw,,,
The Institute of Cancer Research,,,,,icr.ac.uk,,,
Foundation for Research and Technology - Hellas,,,,,ics.forth.gr,,,
ics,,,,,ics.muni.cz,,,
ics,,,,,ics.upm.es,,,
ICS,,,,,ics-ag.de,,,
Institute of Computing Technology,,,,,ict.ac.cn,,,
ICT Automatisering,,,,,ict.nl,,,
Icubed Technologies,,,,,icubedtechnologies.com,,,
ID3,,,,,id3.eu,,,
ida,,,,,ida.ing.tu-be.de,,,
IDATE,,,,,idate.org,,,
Idea Ager d.o.o.,,,,,ideaager.com,,,
Ideabio,,,,,ideabio.it,,,
Integrate detector electronics AS,,,,,ideas.no,,,
"Ideas & Motion, s.r.l.",,,,,ideasandmotion.com,,,
Ideatel,,,,,ideatel.info,,,
Identiv,,,,,identiv.com,,,
IDESCO,,,,,idesco.fi,,,
IDEX ASA,,,,,idex.no,,,
Idg,,,,,idg.se,,,
idi,,,,,idi.ntnu.no,,,
IDIADA,,,,,idiada.com,,,
"Investigacion, Desarrollo e innovaci?n energ?tica, S.L.",,,,,idie.es,,,
ID MOS,,,,,id-mos.com,,,
Idneo Technologies SL,,,,,idneo.es,,,
idom,,,,,idom.com,,,
ID,,,,,idrep.com,,,
ID Rep Electronic,,,,,id-rep.com,,,
idt,,,,,idt.de,,,
IEE,,,,,iee.lu,,,
IEEE,,,,,iee.org,,,
ieec.cat,,,,,ieec.cat,,,
UNED,,,,,ieec.uned.es,,,
IEEE,,,,,ieee.org,,,
IEL/OG,,,,,iel.gda.pl,,,
SISW,,,,,iemens.com,,,
Ies - Cnrs,,,,,ies.univ-montp2.fr,,,
Fraunhofer-Institut für Experimentelles Software Engineering,,,,,iese.fraunhofer.de,,,
iess,,,,,iess.org,,,
Norwegian Univ. of Science and Technology,,,,,iet.ntnu.no,,,
iet unipi it,,,,,iet.unipi.it,,,
iex.cz,,,,,iex.cz,,,
Cnr,,,,,ifac.cnr.it,,,
IFAE,,,,,ifae.es,,,
ifak,,,,,ifak.eu,,,
Ifc,,,,,ifc.cnr.it,,,
INAF IASF PA,,,,,ifc.inaf.it,,,
Instituto de Fisica de Cantabria,,,,,ifca.unican.es,,,
Ifevs,,,,,ifevs.com,,,
Fraunhofer Institute for Factory Operation and Automation,,,,,iff.fraunhofer.de,,,
UiO,,,,,ifi.uio.no,,,
Instituto de Física Corpuscular,,,,,ific.uv.es,,,
ifie,,,,,ifie.com,,,
ifi pld,,,,,ifi-pld.de,,,
Institute of Nuclear Physics,,,,,ifj.edu.pl,,,
ifm electronic,,,,,ifm.com,,,
LinkSpings Univ,,,,,ifm.liu.se,,,
IFM Electronic,,,,,ifm-electronic.com,,,
Consiglio Nazionale Delle Ricerche,,,,,ifn.cnr.it,,,
[not provided],,,,,ifn.ing.tu-bs.de,,,
ifp,,,,,ifp.fr,,,
Aeroflex,,,,,ifrsys.com,,,
Ifsi Inaf,,,,,ifsi-roma.inaf.it,,,
InfoTech,,,,,iftt.dk,,,
Consorzio Rfx,,,,,igi.cnr.it,,,
IGT,,,,,igt.com,,,
ihrt,,,,,ihrt.tuwien.ac.at,,,
IHS,,,,,ihs.com,,,
Ihse,,,,,ihse.de,,,
IHS Markit,,,,,ihsmarkit.com,,,
iht,,,,,iht.tu-darmstadt.de,,,
UZ,,,,,iie.uz.zgora.pl,,,
iie,,,,,iie-gmbh.de,,,
instituto perer boil,,,,,iies.es,,,
FhG IIS-B,,,,,iis-b.fhg.de,,,
Fraunhofer Institut Integrierte Schaltungen IIS,,,,,iis-extern.fraunhofer.de,,,
[not provided],,,,,iit.demokritos.gr,,,
Istituto Italiano di Tecnologia,,,,,iit.it,,,
Indian Institute of Technology Hyderabad,,,,,iith.ac.in,,,
JSI,,,,,ijs.si,,,
Ikalogic,,,,,ikalogic.com,,,
ikendi Software,,,,,ikendi.com,,,
IKERLAN,,,,,ikerlan.es,,,
Tieto Finland Oy,,,,,iki.fi,,,
Ikom,,,,,ikom.dk,,,
IKOR Sistemas Electronicos,,,,,ikor.es,,,
iKual,,,,,ikual.com,,,
ILFA,,,,,ilfa.de,,,
Ilialex Research Lab,,,,,ilialex.gr,,,
Ilika,,,,,ilika.com,,,
Institue Laue-Langevin,,,,,ill.fr,,,
Ilmsens,,,,,ilmsens.com,,,
Intelligent Locking Systems,,,,,ilslocks.co.uk,,,
Fakultet Elektrotehnike I Racunarstva,,,,,iluvatar.zemris.fer.hr,,,
IM2NP,,,,,im2np.fr,,,
Industria Macchine Automatiche,,,,,ima.it,,,
Image Matters,,,,,image.matters.pro,,,
IMAGEM TECHNOLOGY,,,,,imagem-technology.com,,,
Aptc Trading,,,,,images.skyira.com,,,
iMAGE S,,,,,imagessrl.com,,,
IMAL PAL,,,,,imal.com,,,
Imar,,,,,imar-navigation.de,,,
Institute of Microelectronics of Barcelona,,,,,imb-cnm.csic.es,,,
Imbera,,,,,imbera.biz,,,
imbus,,,,,imbus.de,,,
IMC,,,,,imc.nl,,,
ACTIA Automotive,,,,,ime-actia.de,,,
imec,,,,,imec.be,,,
NCSR DEMOKRITOS,,,,,imel.demokritos.gr,,,
Imes GmbH,,,,,imes.de,,,
Cerfacs,,,,,Imft.Fr,,,
Img Electronic & Power Systems,,,,,img-nordhausen.de,,,
Imagination Technologies Ltd,,,,,imgtec.com,,,
Kungliga Tekniska HÃ¶gskolan,,,,,imit.kth.se,,,
CNR-IMM,,,,,imm.cnr.it,,,
imm,,,,,imm.dtu.dk,,,
IMM,,,,,imm.pl,,,
Imme Design,,,,,im-me.com,,,
immoinspain,,,,,immoinspain.com,,,
Impex Prodest,,,,,imobiliare-interest.ro,,,
Impactions BV,,,,,impactions.eu,,,
Impedans,,,,,impedans.com,,,
Imperas Software Ltd,,,,,imperas.com,,,
Imperial College London,,,,,imperial.ac.uk,,,
Imprimatur,,,,,imprimatur.co.uk,,,
Institute of Microelectronic Systems,,,,,ims.uni-hannover.de,,,
IMS Chips,,,,,ims-chips.de,,,
Ims Research,,,,,imsresearch.com,,,
Institute for Mobile and Satellite Communication Technology,,,,,imst.de,,,
Institute for Mobile and Satellite Communication Technology,,,,,imst-dsi.com,,,
imst Design + Systems International,,,,,imst-dsi.de,,,
Imsys,,,,,imsystech.com,,,
Omnium Technique Europeen,,,,,in.gr,,,
In2Fab Technology,,,,,in2fab.com,,,
in2p3,,,,,in2p3.fr,,,
Abengoa SA,,,,,inabensa.abengoa.com,,,
Individual,,,,,inbox.lv,,,
Mai,,,,,inbox.ru,,,
INCAS itsec,,,,,incas-itsec.com,,,
Incendo Exhibitions,,,,,incendo.tv,,,
Incize,,,,,incize.com,,,
InContext,,,,,incontext.se,,,
Indar electric,,,,,indar.ingeteam.com,,,
Indesit,,,,,Indesit.Com,,,
Prowareness,,,,,indiaosl.nl,,,
Indie Semiconductor,,,,,indiesemi.com,,,
Indra Navia,,,,,indra.no,,,
Induction Srl,,,,,induction.it,,,
inductotherm,,,,,inductotherm.be,,,
Industrelec,,,,,industrelec.com,,,
ineco,,,,,ineco.com,,,
INEGI,,,,,inegi.up.pt,,,
Inel,,,,,inel.fr,,,
INELHITEC,,,,,inelhitec.fr,,,
Inepro,,,,,inepro.com,,,
Ines. Applied Informatics,,,,,ines-ai.com,,,
INESC,,,,,inesc.pt,,,
Inescop,,,,,inescop.es,,,
INESC Porto,,,,,inescporto.pt,,,
Inessi,,,,,inessi.fr,,,
Inetec,,,,,inetec.hr,,,
Inetlingua,,,,,inetlingua.com,,,
Universidade Federal do Rio Grande do Sul,,,,,inf.ufrgs.br,,,
Infineon Technologies,,,,,infineon.com,,,
Infinera,,,,,infinera.com,,,
Infiniscale,,,,,infiniscale.com,,,
Infivision,,,,,infivision.cz,,,
[not provided],,,,,infocom.uniroma1.it,,,
InfoDat GmbH,,,,,infodat-online.de,,,
informatik,,,,,informatik.fh-gelsenkirchen.de,,,
Humboldt-Universität zu Berlin,,,,,informatik.hu-berlin.de,,,
tu-cottbus,,,,,informatik.tu-cottbus.de,,,
Universitaet der Bundeswehr,,,,,informatik.unibw-muenchen.de,,,
uni-frankfurt,,,,,informatik.uni-frankfurt.de,,,
Martin-Luther-Universit?t Halle-Wittenberg,,,,,informatik.uni-halle.de,,,
informatik,,,,,informatik.uni-hamburg.de,,,
Informatik,,,,,informatik.uni-marburg.de,,,
asd,,,,,informer.com,,,
infosoft,,,,,infosoft.no,,,
Info Solution,,,,,infosolution.it,,,
Infostart,,,,,infostart.fr,,,
Infosys,,,,,infosys.com,,,
info-systel,,,,,info-systel.com,,,
INFO TECH,,,,,infotech.pl,,,
Univ  of Technology,,,,,infotech.tu-chemnitz.de,,,
Infranor,,,,,infranor.fr,,,
Infratec GmbH Infrarotsensorik und Messtechnik,,,,,infratec.de,,,
Universidad Carlos III de Madrid,,,,,ing.uc3m.es,,,
Universita Degli Studi Di Ferrara,,,,,ing.unife.it,,,
ing,,,,,ing.uniroma2.it,,,
[not provided],,,,,ing.univaq.it,,,
ingbartolomei.it,,,,,ingbartolomei.it,,,
Ing  Cremonini,,,,,ingcremonini.it,,,
Ingenieurb?ro D?bon,,,,,ing-duebon.de,,,
Ingeneric Gmbh,,,,,ingeneric.com,,,
Ingeniars,,,,,ingeniars.com,,,
ingeni solutions ltd,,,,,ingeni-solutions.com,,,
ingoschmiegel,,,,,ingoschmiegel.de,,,
Ingenierbuero f. Software & Electronic Consulting,,,,,ing-seck.de,,,
Ininde,,,,,ininde.com,,,
Inkdustry Gmbh,,,,,inkdustry.com,,,
Innodesi S.R.L.,,,,,innodesi.com,,,
InnoFour Scandinavia,,,,,innofour.com,,,
Innokas Medical,,,,,innokasmedical.fi,,,
Innok Robotics,,,,,innok-robotics.de,,,
Innora,,,,,innora.gr,,,
InnoRoute,,,,,innoroute.de,,,
INNOVA CARD,,,,,innova-card.com,,,
INNOVALIA ASSOCIATION,,,,,innovalia.org,,,
InnovaMiG s.r.o.,,,,,innovamig.com,,,
Crouzet,,,,,innovistasensors.com,,,
Innowicom System Solutions,,,,,innowicom.se,,,
ino,,,,,ino.it,,,
InoNet Computer GmbH,,,,,inonet.com,,,
KROHNE INOR,,,,,inor.se,,,
